source_file,source_path,workbook_title,mode,question_count,status,issue_summary,issue_examples
0144.xlsx,Assessment Questions/AIE/CDM-NLP-147/Regular expression(RegEx)/Core Elements of Regex/Core Elements of Regex.xlsx,Core Elements of Regex,structured,20,proper,,
0145.xlsx,Assessment Questions/AIE/CDM-NLP-147/Regular expression(RegEx)/Hands-on pactice/Hands-on pactice.xlsx,Hands-on pactice,structured,20,proper,,
0146.xlsx,Assessment Questions/AIE/CDM-NLP-147/Regular expression(RegEx)/Introduction to regex/Introduction to regex.xlsx,Introduction to regex,structured,20,proper,,
0147.xlsx,Assessment Questions/AIE/CDM-NLP-147/RNN & LSTM/Bi-directional RNN and LSTM/Bi-directional RNN and LSTM.xlsx,Bi-directional RNN and LSTM,structured,20,proper,,
0148.xlsx,Assessment Questions/AIE/CDM-NLP-147/RNN & LSTM/Examples of RNN applications/Examples of RNN applications.xlsx,Examples of RNN applications,structured,20,proper,,
0149.xlsx,Assessment Questions/AIE/CDM-NLP-147/RNN & LSTM/Long short-term memory networks/Long short-term memory networks.xlsx,Long short-term memory networks,structured,20,proper,,
0150.xlsx,"Assessment Questions/AIE/CDM-NLP-147/RNN & LSTM/RNN introduction, • Sequences with RNNs/RNN introduction, • Sequences with RNNs.xlsx","RNN introduction, • Sequences with RNNs",structured,20,proper,,
0151.xlsx,Assessment Questions/AIE/CDM-NLP-147/RNN & LSTM/RNN model creation/RNN model creation.xlsx,RNN model creation,structured,20,proper,,
0152.xlsx,Assessment Questions/AIE/CDM-NLP-147/Word Vectorization Techniques/One-Hot Encoding and its limitations/One-Hot Encoding and its limitations.xlsx,One-Hot Encoding and its limitations,structured,20,proper,,
0153.xlsx,"Assessment Questions/AIE/CDM-NLP-147/Word Vectorization Techniques/TF-IDF, Bag Of Words/TF-IDF, Bag Of Words.xlsx","TF-IDF, Bag Of Words",structured,20,proper,,
0154.xlsx,"Assessment Questions/AIE/CDM-NLP-147/Word Vectorization Techniques/Word Embedding_ Word2Vec, Average Word2Vec Representation/Word Embedding_ Word2Vec, Average Word2Vec Representation.xlsx","Word Embedding_ Word2Vec, Average Word2Vec Representation",structured,20,proper,,
0155.xlsx,Assessment Questions/AIE/CDM-NLP-147/Working with Text files/Introduction to Natural language processing/Introduction to Natural language processing.xlsx,Introduction to Natural language processing,structured,20,proper,,
0156.xlsx,Assessment Questions/AIE/CDM-NLP-147/Working with Text files/Working with pdf file/Working with pdf file.xlsx,Working with pdf file,structured,20,proper,,
0157.xlsx,Assessment Questions/AIE/CDM-NLP-147/Working with Text files/Working with Text file/Working with Text file.xlsx,Working with Text file,structured,20,proper,,
0158.xlsx,"Assessment Questions/AIE/DBM-120/Data Types and Constraints/Numeric, Character, date time data type/DataTypes_MySQL_Hybrid.xlsx",DataTypes_MySQL_Hybrid,structured,20,proper,,
0159.xlsx,"Assessment Questions/AIE/DBM-120/Data Types and Constraints/Primary key, Foreign key, Not null, Unique, Check, default, Auto increment/Keys_MySQL_Hybrid.xlsx",Keys_MySQL_Hybrid,structured,20,proper,,
0160.xlsx,"Assessment Questions/AIE/DBM-120/Data Types and Constraints/Primary,foreign,composite,candidate,super/Constraints_MySQL_Hybrid.xlsx",Constraints_MySQL_Hybrid,structured,20,proper,,
0161.xlsx,"Assessment Questions/AIE/DBM-120/Database and Tables(MySQL)/Create database, Delete database/Create_Delete_DB.xlsx",Create_Delete_DB,structured,20,proper,,
0162.xlsx,"Assessment Questions/AIE/DBM-120/Database and Tables(MySQL)/Delete Table, table records, Create new Table/Delete_Table_Records_NewTable.xlsx",Delete_Table_Records_NewTable,structured,20,proper,,
0163.xlsx,Assessment Questions/AIE/DBM-120/Database and Tables(MySQL)/Use Database_ Create and Rename table in Database/Use_Create_Rename_Table.xlsx,Use_Create_Rename_Table,structured,20,proper,,
0164.xlsx,Assessment Questions/AIE/DBM-120/Database Introduction/Overview and Key concepts of database management/Overview_DB_Proctoring.xlsx,Overview_DB_Proctoring,structured,20,proper,,
0165.xlsx,Assessment Questions/AIE/DBM-120/Database Introduction/Relational Database Management System_ CRUD Operations/RDBMS_CRUD_Proctoring.xlsx,RDBMS_CRUD_Proctoring,structured,20,proper,,
0166.xlsx,Assessment Questions/AIE/DBM-120/Document DB-NO-SQL DB/Document DB vs SQL DB/MongoDB_Basics_Final.xlsx,MongoDB_Basics_Final,structured,20,proper,,
0167.xlsx,"Assessment Questions/AIE/DBM-120/Document DB-NO-SQL DB/Introduction of Document DB,/NoSQL_Intro_Clean.xlsx",NoSQL_Intro_Clean,structured,20,proper,,
0168.xlsx,"Assessment Questions/AIE/DBM-120/Document DB-NO-SQL DB/MongoDB basics, Data format and Key methods-part/MongoDB_Basics_Final.xlsx",MongoDB_Basics_Final,structured,20,proper,,
0169.xlsx,Assessment Questions/AIE/DBM-120/Document DB-NO-SQL DB/MongoDB data management/MongoDB_Management_Final.xlsx,MongoDB_Management_Final,structured,20,proper,,
0170.xlsx,Assessment Questions/AIE/DBM-120/Document DB-NO-SQL DB/Popular Document DBs/MongoDB_Management_Final.xlsx,MongoDB_Management_Final,structured,20,proper,,
0171.xlsx,Assessment Questions/AIE/DBM-120/SQL Administrator/Backup and restore/Backup_Restore.xlsx,Backup_Restore,structured,20,proper,,
0172.xlsx,Assessment Questions/AIE/DBM-120/SQL Administrator/Introduction to SQL Administrator/SQL_Admin_Intro.xlsx,SQL_Admin_Intro,structured,20,proper,,
0173.xlsx,"Assessment Questions/AIE/DBM-120/SQL Administrator/Managing Logs,Roles,Users,Logins and Permissions/Logs_Roles_Permissions.xlsx",Logs_Roles_Permissions,structured,20,proper,,
0174.xlsx,"Assessment Questions/AIE/DBM-120/SQL Basics/Introduction to Databases, SQL, SQL Commands/SQL_Scenario_Advanced.xlsx",SQL_Scenario_Advanced,structured,20,not_proper,mcq_missing_split_options=6,mcq_missing_split_options: A company stores employee records in a database. Which SQL command should be used to retrieve all records from the Employees table? | mcq_missing_split_options: A manager wants to filter employees based on total salary after grouping them by department. Which SQL clause should be used for filtering aggregated results? | mcq_missing_split_options: You need to remove all records from a table but keep its structure intact for future use. Which SQL command is most appropriate? | mcq_missing_split_options: A developer wants to modify existing employee salary values in the database. Which SQL command should be used? | mcq_missing_split_options: A report needs to display employee salaries in descending order. Which SQL clause helps achieve this?
0175.xlsx,Assessment Questions/AIE/DBM-120/SQL Basics/MySQL Workbench Installation/Workbench_Scenario_Proper.xlsx,Workbench_Scenario_Proper,structured,20,proper,,
0176.xlsx,"Assessment Questions/AIE/DBM-120/SQL Commands and Clauses/Aliases, Where clause, Relational and logical operators/Aliases_Where.xlsx",Aliases_Where,structured,20,proper,,
0177.xlsx,"Assessment Questions/AIE/DBM-120/SQL Commands and Clauses/Between, Order by, In/Between_Order_In.xlsx",Between_Order_In,structured,20,proper,,
0178.xlsx,"Assessment Questions/AIE/DBM-120/SQL Commands and Clauses/Having, Sub queries/Having_Subqueries.xlsx",Having_Subqueries,structured,20,proper,,
0179.xlsx,"Assessment Questions/AIE/DBM-120/SQL Commands and Clauses/Like, Limit, null-not null, group by/Like_Limit_Group.xlsx",Like_Limit_Group,structured,20,proper,,
0180.xlsx,"Assessment Questions/AIE/DBM-120/SQL Commands and Clauses/Select, Select distinct/Select_Clauses.xlsx",Select_Clauses,structured,20,proper,,
0181.xlsx,"Assessment Questions/AIE/DBM-120/SQL Commands and Clauses/trigger, cursor, stored procedure/Procedures_Triggers.xlsx",Procedures_Triggers,structured,20,proper,,
0182.xlsx,Assessment Questions/AIE/DBM-120/SQL Joins/Cross join/Cross_Join_Advanced.xlsx,Cross_Join_Advanced,structured,20,proper,,
0183.xlsx,Assessment Questions/AIE/DBM-120/SQL Joins/Inner join/Inner_Join_Advanced.xlsx,Inner_Join_Advanced,structured,20,proper,,
0184.xlsx,Assessment Questions/AIE/DBM-120/SQL Joins/Left join/Left_Join_Advanced.xlsx,Left_Join_Advanced,structured,20,proper,,
0185.xlsx,Assessment Questions/AIE/DBM-120/SQL Joins/Outer join/Outer_Join_Advanced.xlsx,Outer_Join_Advanced,structured,20,proper,,
0186.xlsx,Assessment Questions/AIE/DBM-120/SQL Joins/Right join/Right_Join_Advanced.xlsx,Right_Join_Advanced,structured,20,proper,,
0187.xlsx,Assessment Questions/AIE/DBM-120/SQL Joins/Self join/Self_Join_Advanced.xlsx,Self_Join_Advanced,structured,20,proper,,
0188.xlsx,"Assessment Questions/AIE/GIT-115/COMMITS, PULL, FETCH AND PUSH/Code commits/Code commits.xlsx",Code commits,structured,20,proper,,
0189.xlsx,"Assessment Questions/AIE/GIT-115/COMMITS, PULL, FETCH AND PUSH/Pull, Fetch and conflicts resolution/Pull, Fetch and conflicts resolution.xlsx","Pull, Fetch and conflicts resolution",structured,20,proper,,
0190.xlsx,"Assessment Questions/AIE/GIT-115/COMMITS, PULL, FETCH AND PUSH/Pushing to Remote Repo/Pushing to Remote Repo.xlsx",Pushing to Remote Repo,structured,20,proper,,
0191.xlsx,Assessment Questions/AIE/GIT-115/GIT INTRODUCTION/Git Architecture/Git Architecture.xlsx,Git Architecture,structured,20,proper,,
0192.xlsx,Assessment Questions/AIE/GIT-115/GIT INTRODUCTION/Git Distribution Version Control/Git Distribution Version Control.xlsx,Git Distribution Version Control,structured,20,proper,,
0193.xlsx,Assessment Questions/AIE/GIT-115/GIT INTRODUCTION/Git Workflow/Git Workflow.xlsx,Git Workflow,structured,20,proper,,
0194.xlsx,Assessment Questions/AIE/GIT-115/GIT INTRODUCTION/Popular Version control tools/Popular Version control tools.xlsx,Popular Version control tools,structured,20,proper,,
0195.xlsx,Assessment Questions/AIE/GIT-115/GIT INTRODUCTION/Purpose of Version Control/Purpose of Version Control.xlsx,Purpose of Version Control,structured,20,proper,,
0196.xlsx,Assessment Questions/AIE/GIT-115/GIT INTRODUCTION/Terminologies/Terminologies.xlsx,Terminologies,structured,20,proper,,
0197.xlsx,Assessment Questions/AIE/GIT-115/GIT REPOSITORY and GitHub/Create New Repo with Init command/Create New Repo with Init command.xlsx,Create New Repo with Init command,structured,20,proper,,
0198.xlsx,Assessment Questions/AIE/GIT-115/GIT REPOSITORY and GitHub/Git Essentials_ Copy & User Setup/_Git Essentials_ Copy & User Setup.xlsx,_Git Essentials_ Copy & User Setup,structured,20,proper,,
0199.xlsx,Assessment Questions/AIE/GIT-115/GIT REPOSITORY and GitHub/Git Repo Introduction/Git Repo Introduction.xlsx,Git Repo Introduction,structured,20,proper,,
0200.xlsx,Assessment Questions/AIE/GIT-115/GIT REPOSITORY and GitHub/Mastering Git and GitHub/Mastering Git and GitHub.xlsx,Mastering Git and GitHub,structured,20,proper,,
0201.xlsx,Assessment Questions/AIE/GIT-115/GIT WITH GITHUB AND BITBUCKET/Collaborating with other developers/Collaborating with other developers.xlsx,Collaborating with other developers,structured,20,proper,,
0202.xlsx,Assessment Questions/AIE/GIT-115/GIT WITH GITHUB AND BITBUCKET/Creating GitHub Account/Creating GitHub Account.xlsx,Creating GitHub Account,structured,20,proper,,
0203.xlsx,Assessment Questions/AIE/GIT-115/GIT WITH GITHUB AND BITBUCKET/Local and Remote Repo/Local and Remote Repo.xlsx,Local and Remote Repo,structured,20,proper,,
0204.xlsx,"Assessment Questions/AIE/GIT-115/TAGGING, BRANCHING AND MERGING/Checkout branch/Checkout branch.xlsx",Checkout branch,structured,20,proper,,
0205.xlsx,"Assessment Questions/AIE/GIT-115/TAGGING, BRANCHING AND MERGING/Commit command Amend flag/Commit command Amend flag.xlsx",Commit command Amend flag,structured,20,proper,,
0206.xlsx,"Assessment Questions/AIE/GIT-115/TAGGING, BRANCHING AND MERGING/Editing Commits/Editing Commits.xlsx",Editing Commits,structured,20,proper,,
0207.xlsx,"Assessment Questions/AIE/GIT-115/TAGGING, BRANCHING AND MERGING/Git reset and revert/Git reset and revert.xlsx",Git reset and revert,structured,20,proper,,
0208.xlsx,"Assessment Questions/AIE/GIT-115/TAGGING, BRANCHING AND MERGING/Merge branches/Merge branches.xlsx",Merge branches,structured,20,proper,,
0209.xlsx,"Assessment Questions/AIE/GIT-115/TAGGING, BRANCHING AND MERGING/Organize code with branches/Organize code with branches.xlsx",Organize code with branches,structured,20,proper,,
0210.xlsx,"Assessment Questions/AIE/MLA-130/MACHINE LEARNING INTRODUCTION/Clustering, Classification And Regression/Clustering, Classification And Regression.xlsx","Clustering, Classification And Regression",structured,20,proper,,
0211.xlsx,Assessment Questions/AIE/MLA-130/MACHINE LEARNING INTRODUCTION/Supervised Vs Unsupervised/Supervised Vs Unsupervised.xlsx,Supervised Vs Unsupervised,structured,20,proper,,
0212.xlsx,Assessment Questions/AIE/MLA-130/MACHINE LEARNING INTRODUCTION/What Is ML_ ML Vs AI/What Is ML_ ML Vs AI.xlsx,What Is ML_ ML Vs AI,structured,20,proper,,
0213.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ K MEANS CLUSTERING/How it works _ K Means theory/How it works _ K Means theory.xlsx,How it works _ K Means theory,structured,20,proper,,
0214.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ K MEANS CLUSTERING/K Means Algorithm/K Means Algorithm.xlsx,K Means Algorithm,structured,20,proper,,
0215.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ K MEANS CLUSTERING/Modeling in Python/Modeling in Python.xlsx,Modeling in Python,structured,20,proper,,
0216.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ K MEANS CLUSTERING/Understanding Clustering (Unsupervised)/Understanding Clustering (Unsupervised).xlsx,Understanding Clustering (Unsupervised),structured,20,proper,,
0217.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ KNN/How It Works_ Nearest Neighbor Concept/How It Works_ Nearest Neighbor Concept.xlsx,How It Works_ Nearest Neighbor Concept,structured,20,proper,,
0218.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ KNN/Introduction to KNN/Introduction to KNN.xlsx,Introduction to KNN,structured,20,proper,,
0219.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ KNN/Modeling and Evaluation in Python/Modeling and Evaluation in Python.xlsx,Modeling and Evaluation in Python,structured,20,proper,,
0220.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ LINEAR REGRESSSION/How it works_ Regression and Best Fit Line/How it works_ Regression and Best Fit Line.xlsx,How it works_ Regression and Best Fit Line,structured,20,not_proper,mcq_missing_split_options=1,mcq_missing_split_options: What is the formula for the intercept (c) in simple linear regression?
0221.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ LINEAR REGRESSSION/Introduction to Linear Regression/Introduction to Linear Regression.xlsx,Introduction to Linear Regression,structured,20,proper,,
0222.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ LINEAR REGRESSSION/Modeling and Evaluation in Python/Modeling and Evaluation_in_Python.xlsx,Modeling and Evaluation_in_Python,structured,20,proper,,
0223.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ LOGISTIC REGRESSION/How it works_ Classification & Sigmoid Curve/How it works_ Classification & Sigmoid Curve (1).xlsx,How it works_ Classification & Sigmoid Curve (1),structured,20,proper,,
0224.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ LOGISTIC REGRESSION/Introduction to Logistic Regression/Introduction to Logistic Regression.xlsx,Introduction to Logistic Regression,structured,20,proper,,
0225.xlsx,Assessment Questions/AIE/MLA-130/ML ALGO_ LOGISTIC REGRESSION/Modeling and Evaluation in Python/Modeling and Evaluation_in_Python.xlsx,Modeling and Evaluation_in_Python,structured,20,proper,,
0226.xlsx,Assessment Questions/AIE/MLA-130/PYTHON NUMPY  PACKAGE/Array as Data Structure/Array as Data Structure.xlsx,Array as Data Structure,structured,20,proper,,
0227.xlsx,Assessment Questions/AIE/MLA-130/PYTHON NUMPY  PACKAGE/Core Numpy functions/Core Numpy functions.xlsx,Core Numpy functions,structured,20,proper,,
0228.xlsx,Assessment Questions/AIE/MLA-130/PYTHON NUMPY  PACKAGE/Introduction to Numpy Package/Introduction to Numpy Package.xlsx,Introduction to Numpy Package,structured,20,proper,,
0229.xlsx,"Assessment Questions/AIE/MLA-130/PYTHON NUMPY  PACKAGE/Matrix Operations, Broadcasting in Arrays/Matrix Operations, Broadcasting in Arrays.xlsx","Matrix Operations, Broadcasting in Arrays",structured,20,proper,,
0230.xlsx,Assessment Questions/AIE/MLA-130/PYTHON PANDAS PACKAGE/Data Frame in Pandas/Data Frame in Pandas.xlsx,Data Frame in Pandas,structured,20,proper,,
0231.xlsx,Assessment Questions/AIE/MLA-130/PYTHON PANDAS PACKAGE/Data munging with Pandas/Data munging with Pandas .xlsx,Data munging with Pandas ,structured,20,proper,,
0232.xlsx,Assessment Questions/AIE/MLA-130/PYTHON PANDAS PACKAGE/File Reading in Pandas/File Reading in Pandas.xlsx,File Reading in Pandas,structured,20,proper,,
0233.xlsx,Assessment Questions/AIE/MLA-130/PYTHON PANDAS PACKAGE/Introduction to Pandas package/_Introduction to Pandas package.xlsx,_Introduction to Pandas package,structured,20,proper,,
0234.xlsx,Assessment Questions/AIE/MLA-130/PYTHON PANDAS PACKAGE/Series in Pandas/Series in Pandas.xlsx,Series in Pandas,structured,20,proper,,
0235.xlsx,Assessment Questions/AIE/MLA-130/PYTHON VISUALIZATION PACKAGE - SEABORN/Advanced Python Data Visualizations/Advanced Python Data Visualizations.xlsx,Advanced Python Data Visualizations,structured,20,proper,,
0236.xlsx,Assessment Questions/AIE/MLA-130/PYTHON VISUALIZATION PACKAGE - SEABORN/Seaborn_ Basic Plot/Seaborn_ Basic Plot.xlsx,Seaborn_ Basic Plot,structured,20,proper,,
0237.xlsx,"Assessment Questions/AIE/MLA-130/VISUALIZATION WITH PYTHON - Matplotlib/Basic Plots_ Line, Bar, Pie, Scatter/Basic Plots_ Line, Bar, Pie, Scatter.xlsx","Basic Plots_ Line, Bar, Pie, Scatter",structured,20,proper,,
0238.xlsx,"Assessment Questions/AIE/MLA-130/VISUALIZATION WITH PYTHON - Matplotlib/Components Of A Plot, Sub-Plots/Components Of A Plot, Sub-Plots.xlsx","Components Of A Plot, Sub-Plots",structured,20,proper,,
0239.xlsx,Assessment Questions/AIE/MLA-130/VISUALIZATION WITH PYTHON - Matplotlib/Visualization Packages (Matplotlib)/Visualization Packages (Matplotlib).xlsx,Visualization Packages (Matplotlib),structured,20,proper,,
0240.xlsx,Assessment Questions/AIE/MLE-113/ENSEMBLE TECHNIQUES - BAGGING/Bagging and How it works/Bagging and How it works.xlsx,Bagging and How it works,structured,20,proper,,
